+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                              ;
+------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                          ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; inst|epcq|asmi2_inst_epcq_ctrl|asmi2_qspi_interface_0                                                                              ; 27    ; 0              ; 3            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|epcq|asmi2_inst_epcq_ctrl|asmi2_cmd_generator_0|intel_asmi2_data_adapter_8_32_inst                                            ; 14    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|epcq|asmi2_inst_epcq_ctrl|asmi2_cmd_generator_0|intel_asmi2_data_adapter_32_8_inst                                            ; 36    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|epcq|asmi2_inst_epcq_ctrl|asmi2_cmd_generator_0                                                                               ; 114   ; 0              ; 0            ; 0              ; 62     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|epcq|asmi2_inst_epcq_ctrl|multiplexer|arb|adder                                                                               ; 8     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|epcq|asmi2_inst_epcq_ctrl|multiplexer|arb                                                                                     ; 6     ; 0              ; 4            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|epcq|asmi2_inst_epcq_ctrl|multiplexer                                                                                         ; 77    ; 0              ; 0            ; 0              ; 39     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|epcq|asmi2_inst_epcq_ctrl|merlin_demultiplexer_0                                                                              ; 41    ; 4              ; 2            ; 4              ; 75     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|epcq|asmi2_inst_epcq_ctrl|xip_controller|avst_fifo_inst|avst_fifo                                                             ; 77    ; 39             ; 0            ; 39             ; 36     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|epcq|asmi2_inst_epcq_ctrl|xip_controller|avst_fifo_inst                                                                       ; 38    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|epcq|asmi2_inst_epcq_ctrl|xip_controller                                                                                      ; 121   ; 3              ; 5            ; 3              ; 104    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|epcq|asmi2_inst_epcq_ctrl|csr_controller                                                                                      ; 80    ; 2              ; 3            ; 2              ; 105    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|epcq|asmi2_inst_epcq_ctrl                                                                                                     ; 123   ; 0              ; 0            ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|epcq                                                                                                                          ; 107   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                                                              ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                                                        ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                                                             ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw                                              ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                                                          ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_r|rfifo|auto_generated|dpfifo                                                                     ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_r|rfifo|auto_generated                                                                            ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_r                                                                                                 ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                                                              ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                                                        ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                                                             ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw                                              ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                                                          ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_w|wfifo|auto_generated|dpfifo                                                                     ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_w|wfifo|auto_generated                                                                            ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug|the_NIOS_DEBUG_scfifo_w                                                                                                 ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst|debug                                                                                                                         ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; inst                                                                                                                               ; 2     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
